,name,date,platform,publisher,developer,shipped,total,america,europe,japan,other,vgc,critic,user,percent
32410,Fading Shadows,2009-05-21,PSN,Nordcurrent,Ivolgamus,,,,,,,,7.0,,70
32437,Fallen Earth,2009-09-22,PC,Icarus Games,"Fallen Earth, LLC",,,,,,,,7.0,,70
32448,Falling Stars,2008-08-26,PS2,Agetec,Ivolgamus,,,,,,,,3.4,,34
32453,Fallout 3: Broken Steel,2009-05-05,XBL,Bethesda Softworks,Bethesda Softworks,,,,,,,8.1,7.8,,78
32454,Fallout 3: Broken Steel,2009-05-05,PC,Bethesda Softworks,Bethesda Softworks,,,,,,,8.1,7.9,,79
32455,Fallout 3: Broken Steel,2009-09-24,PSN,Bethesda Softworks,Bethesda Softworks,,,,,,,,7.3,,73
32458,Fallout 3: Mothership Zeta,2009-08-03,PC,Bethesda Softworks,Bethesda Softworks,,,,,,,7.7,6.8,,68
32459,Fallout 3: Mothership Zeta,2009-10-08,PSN,Bethesda Softworks,Bethesda Softworks,,,,,,,,6.0,,60
32460,Fallout 3: Mothership Zeta,2009-08-03,XBL,Bethesda Softworks,Bethesda Softworks,,,,,,,7.7,6.5,,65
32464,Fallout 3: Point Lookout,2009-06-23,PC,Bethesda Softworks,Bethesda Softworks,,,,,,,8.3,8.0,,80
32465,Fallout 3: Point Lookout,2009-10-08,PSN,Bethesda Softworks,Bethesda Softworks,,,,,,,,7.3,,73
32466,Fallout 3: Point Lookout,2009-06-23,XBL,Bethesda Softworks,Bethesda Softworks,,,,,,,8.3,8.2,,82
32480,Fallout: New Vegas - Lonesome Road,2011-09-20,XBL,Bethesda Softworks,Obsidian Entertainment,,,,,,,6.2,5.8,,58
32481,Fallout: New Vegas - Old World Blues,2011-07-19,PC,Bethesda Softworks,Obsidian Entertainment,,,,,,,,8.7,,87
32482,Fallout: New Vegas - Old World Blues,2011-07-19,PSN,Bethesda Softworks,Obsidian Entertainment,,,,,,,,8.0,,80
32483,Fallout: New Vegas - Old World Blues,2011-07-19,XBL,Bethesda Softworks,Obsidian Entertainment,,,,,,,8.1,8.6,,86
32541,Family Table Tennis,2008-05-26,WW,Aksys Games,Ars System Works,,,,,,,,4.7,,47
32563,Fantastic 4,2005-06-27,GBA,Activision,Torus Games,,,,,,,,5.5,,55
32611,Farm Frenzy,2011-07-07,DSiW,Alawar Entertainment,"Alawar Entertainment, Inc.",,,,,,,,4.0,,40
32637,FAST - Racing League,2011-05-30,WW,Shin'en,Shin'en Multimedia,,,,,,,6.8,6.0,,60
32639,Fast Draw Showdown,2011-07-19,PSN,Digital Leisure Inc.,Digital Leisure Inc.,,,,,,,,3.8,,38
32650,Fat Princess,2009-07-30,PSN,Sony Computer Entertainment,Titan Studios,,,,,,,8.4,7.8,,78
32652,Fat Princess: Fistful of Cake,2010-05-04,PSN,Sony Computer Entertainment,SuperVillain Studios,,,,,,,,7.0,,70
32674,Fatal Fury Special,2010-03-01,VC,D4 Enterprise,SNK Corporation,,,,,,,,8.0,,80
32676,Fatal Fury: Mark of the Wolves,2001-11-23,DC,Agetec,SNK Corporation,,,,,,,,8.8,,88
32687,Fatale: Exploring Salome,2009-10-05,PC,Tale of Tales,Tale of Tales,,,,,,,,7.0,,70
32689,Fate of the World,2011-02-28,PC,Unknown,Red Redemption,,,,,,,7.1,8.0,,80
32693,Fate/Unlimited Codes,2009-09-03,PSN,Capcom,Eighting,,,,,,,,7.6,,76
32710,Faxanadu,2011-02-21,VC,Hudson Soft,Nihon Falcom Corporation,,,,,,,,8.5,,85
32720,Feeding Frenzy,2006-03-15,XBL,Oberon Media,Sprout Games,,,,,,,,5.3,,53
32763,FIFA 07 Soccer,2006-10-03,GBA,Electronic Arts,EA Canada,,,,,,,,4.1,,41
32771,FIFA 99,1998-11-30,PS,EA Sports,EA Canada,,,,,,,,8.8,,88
32782,FIFA Manager 10,2009-10-30,PC,EA Sports,Bright Future,,,,,,,,7.5,,75
32784,FIFA Soccer 09,2008-11-13,PSN,Electronic Arts,EA Canada,,,,,,,,8.1,,81
32787,FIFA Soccer 10 (PSP),2009-10-21,PSN,EA Sports,EA Canada,,,,,,,,7.9,,79
32790,FIFA Soccer 11 (PSP),2010-10-12,PSN,EA Sports,EA Canada,,,,,,,,7.0,,70
32795,FIFA Soccer 2004,2004-01-14,NGage,EA Sports,Exient Entertainment,,,,,,,,6.4,,64
32797,FIFA Soccer 2005,2004-11-10,NGage,Nokia,Exient Entertainment,,,,,,,,8.2,,82
32801,FIFA Soccer 96,1995-11-01,SNES,EA Sports,Probe Entertainment Limited,,,,,,,,9.0,,90
32813,FIFA Street 2,2011-02-16,PSN,EA Sports,EA Canada,,,,,,,,4.9,,49
32815,FIFA World Cup Germany 2006,2006-04-24,PC,EA Sports,EA Canada,,,,,,,,7.7,,77
32828,Fight Night Champion,2011-11-09,PSN,EA Sports,EA Canada,,,,,,,,8.2,,82
32831,Fight Night Round 3,2009-09-30,PSN,EA Sports,EA Chicago,,,,,,,,7.2,,72
32843,Fighting Fantasy: Talisman of Death,2011-08-17,PSN,Sony Computer Entertainment,Laughing Jackal,,,,,,,,6.0,,60
32846,Fighting Force 2,1999-11-30,DC,Eidos Interactive,Core Design Ltd.,,,,,,,,4.5,,45
32855,Fila Decathlon,2002-03-29,GBA,THQ,Athletic Design AB,,,,,,,,6.8,,68
32872,Final Fantasy,2009-10-05,VC,Square Enix,Square,,,,,,,,8.5,,85
32879,Final Fantasy Crystal Chronicles: My Life as a Darklord,2009-07-20,WW,Square Enix,Square Enix,,,,,,,7.0,7.7,,77
32880,Final Fantasy Crystal Chronicles: My Life as a King,2008-05-12,WW,Square Enix,Square Enix,,,,,,,8.0,7.7,,77
32882,Final Fantasy I,2010-02-25,iOS,Square Enix,Square Enix,,,,,,,,7.0,,70
32888,Final Fantasy II (SNES),2010-03-08,VC,Square Enix,Square,,,,,,,,8.0,,80
32891,Final Fantasy III (SNES),2011-06-30,VC,Square Enix,SquareSoft,,,,,,,,9.5,,95
32897,Final Fantasy IV: The After Years,2009-06-01,WW,Square Enix,Matrix Software,,,,,,,8.1,6.8,,68
32898,Final Fantasy IV: The Complete Collection,2011-04-19,PSN,Square Enix,Square Enix,,,,,,,8.8,8.0,,80
32901,Final Fantasy Legend II,1991-11-01,GB,Square,SquareSoft,,,,,,,,8.0,,80
32908,Final Fantasy Tactics: The War of the Lions,2011-07-19,PSN,Square Enix,Square Enix,,,,,,,,9.0,,90
32926,Final Fantasy XI: Chains of Promathia,2004-09-21,PC,Square Enix,Square Enix,,,,,,,,6.8,,68
32933,Final Fantasy XI: Treasures of Aht Urhgan,2006-04-18,PS2,Square Enix,Square Enix,,,,,,,,9.0,,90
32934,Final Fantasy XI: Treasures of Aht Urhgan,2006-04-18,PC,Square Enix,Square Enix,,,,,,,,9.0,,90
32941,Final Fantasy XI: Wings of the Goddess,2007-11-21,PC,Square Enix,Square Enix,,,,,,,,6.5,,65
32960,Final Fight: Double Impact,2010-04-15,PSN,Capcom,Capcom,,,,,,,7.5,8.3,,83
32961,Final Fight: Double Impact,2010-04-14,XBL,Capcom,Capcom,,,,,,,7.5,8.3,,83
33007,Fire ProWrestling 2,2002-09-23,GBA,BAM! Entertainment,Spike,,,,,,,,7.8,,78
33035,Firewatch,2016-02-09,PS4,Campo Santo,Campo Santo,,,,,,,,8.2,,82
33052,Fish Tank,2011-10-20,WW,Unknown,iFun4all,,,,,,,,6.5,,65
33053,Fish Tycoon 1.0,2005-11-16,PC,Big Fish Games,LDW,,,,,,,,6.0,,60
33069,Fishie Fishie,2010-04-05,WW,DK Games,DK Games,,,,,,,,5.0,,50
33127,FlatOut: Head On,2009-01-08,PSN,Empire Interactive,Empire Interactive,,,,,,,,7.3,,73
33138,Flight Control,2011-08-18,WW,Firemint,Firemint,,,,,,,,8.0,,80
33160,Flipnote Studio,2009-08-12,DSiW,Nintendo,Nintendo EAD Tokyo,,,,,,,,9.0,,90
33161,Flipper,2010-02-22,DSiW,Xform,Goodbye Galaxy Games,,,,,,,,7.5,,75
33167,Flips: Terror in Cubicle Four,2010-03-01,DSiW,Electronic Arts,Electronic Arts,,,,,,,,5.0,,50
33180,Floigan Bros. Episode 1,2001-07-30,DC,Sega,Visual Concepts,,,,,,,,6.9,,69
33184,Flotilla,2010-02-26,PC,Unknown,Blendo Studios,,,,,,,,7.0,,70
33185,flOw,2007-02-22,PSN,Sony Computer Entertainment,thatgamecompany,,,,,,,6.4,7.4,,74
33189,flower,2009-02-12,PSN,Sony Computer Entertainment,thatgamecompany,,,,,,,8.6,8.8,9.0,88
33191,flower,2013-11-15,PS4,Sony Computer Entertainment,thatgamecompany,,,,,,,,8.8,,88
33200,FlowerWorks,2009-12-07,WW,Nocturnal Entertainment,Nocturnal Entertainment Australia,,,,,,,,7.0,,70
33202,Fluidity,2010-12-06,WW,Nintendo,Curve Studios,,,,,,,,8.4,,84
33205,Flushed Away,2006-10-24,GBA,D3 Publisher,Altron,,,,,,,,4.3,,43
33238,Football Manager 2014,2013-10-30,Linux,Sega,Sports Interactive,,,,,,,,8.7,,87
33239,Football Manager 2014,2013-10-30,OSX,Sega,Sports Interactive,,,,,,,,8.5,,85
33244,Football Manager Handheld 2010,2009-12-22,PSN,Sega,Sports Interactive,,,,,,,,6.0,,60
33298,Formula One 2005,2005-07-01,PS2,Sony Computer Entertainment,Studio Liverpool,,,,,,,,7.0,,70
33314,Fortix,2009-11-23,PSN,Complete-IT,Nemesys Studio,,,,,,,6.4,6.0,,60
33315,Fortix,2009-10-01,PC,Nemesys,Nemesys Studio,,,,,,,,7.4,,74
33316,Fortix 2,2011-05-06,PC,Nemesys,Nemesys Studio,,,,,,,,7.5,,75
33329,Forza Motorsport 7,2017-10-03,PC,Microsoft Studios,Turn 10 Studios,,,,,,,,8.1,,81
33330,Foster's Home for Imaginary Friends,2006-11-03,GBA,Crave Entertainment,Collision Studios,,,,,,,,5.5,,55
33346,Frame Gride,1999-07-15,DC,From Software,From Software,,,,,,,,8.6,,86
33411,Freekscape: Escape from Hell,2010-04-08,PSN,Creat Studio,Kidguru Studios,,,,,,,,7.5,,75
33413,Freestyle Street Soccer,2004-03-25,GC,Acclaim Entertainment,Silicon Dreams,,,,,,,,4.3,,43
33423,Fret Nice,2010-02-24,XBL,Tecmo,Pieces Interactive,,,,,,,,5.3,,53
33445,Frogger,2006-07-12,XBL,Konami,Digital Eclipse,,,,,,,,6.4,8.0,64
33451,Frogger 2: Swampy's Revenge,2000-09-30,DC,Hasbro Interactive,Hasbro Interactive,,,,,,,,7.4,,74
33452,Frogger 2: Swampy's Revenge,2000-09-19,PC,Hasbro Interactive,Blitz Games Limited,,,,,,,,8.5,,85
33462,From Dust,2011-07-27,XBL,Ubisoft,Ubisoft Montpellier,,,,,,,8.4,8.0,,80
33489,Frozen Synapse,2011-05-26,PC,Matrix Games,Mode 7 Games,,,,,,,,8.6,,86
33502,Fruit Ninja Kinect,2011-08-10,XBL,Microsoft,Halfbrick Studios,,,,,,,,7.6,,76
33515,FTL: Faster Than Light,2012-09-14,PC,Unknown,Unknown,,,,,,,7.6,8.6,,86
33518,FUEL,2011-07-12,XBL,Codemasters,Asobo Studio,,,,,,,,6.6,,66
33528,Full Auto 2: Battlelines,2009-09-30,PSN,Sega,Deep Fried Entertainment,,,,,,,,5.5,,55
33532,Full House Poker featuring Avatar Superstars,2011-03-16,XBL,Microsoft,Krome Studios,,,,,,,,8.0,,80
33533,Full Spectrum Warrior,2011-11-08,PSN,THQ,Pandemic Studios,,,,,,,,7.5,,75
33534,Full Spectrum Warrior: Ten Hammers,2006-04-04,PC,THQ,Pandemic Studios,,,,,,,,6.3,,63
33550,Funky Barn It's Farming!,2012-11-18,WiiU,505 Games,Tantalus Interactive,,,,,,,,5.0,,50
33558,Fur Fighters,2000-07-11,DC,Acclaim Entertainment,Bizarre Creations,,,,,,,,8.2,,82
33583,Fusion: Genesis,2011-11-09,XBL,Microsoft,Starfire Studios,,,,,,,7.0,10.0,,100
33613,G-Force,2009-10-22,PSN,Disney Interactive Studios,Keen Games,,,,,,,,7.0,,70
33645,G.I. Joe: The Rise of Cobra,2009-09-30,PSN,Electronic Arts,Double Helix Games,,,,,,,,4.5,,45
33646,G.I. Joe: The Rise of Cobra,2011-07-12,XBL,Electronic Arts,Double Helix Games,,,,,,,,4.3,,43
33657,"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned",1999-10-05,PC,Sierra Entertainment,Sierra Entertainment,,,,,,,,6.7,,67
33681,Gain Ground,2007-02-05,VC,Sega,Sega,,,,,,,,6.1,,61
33737,Galactic Civilizations II: Twilight of the Arnor,2008-04-30,PC,Stardock,Stardock,,,,,,,,9.4,,94
33748,Galaga,2006-07-26,XBL,Namco Bandai,Namco Bandai Games,,,,,,,,6.5,,65
33755,Galaga Legions,2008-08-20,XBL,Namco Bandai,Namco Bandai Games,,,,,,,6.7,7.5,,75
33756,Galaga Legions DX,2011-08-02,PSN,Namco Bandai,Namco Bandai Games,,,,,,,,7.4,,74
33757,Galaga Legions DX,2011-06-29,XBL,Namco Bandai,Namco Bandai Games,,,,,,,,7.8,,78
33894,Gangs of London,2007-11-19,PSN,Sony Computer Entertainment,SCEE London Studio,,,,,,,,5.0,,50
33914,Gargoyle's Quest,2011-08-25,3DS,Capcom,Capcom,,,,,,,,8.5,,85
33920,Garou: Mark of the Wolves,2009-06-24,XBL,SNK Playmore,SNK Playmore Corporation,,,,,,,,7.8,,78
33938,Gatling Gears,2011-06-28,PSN,Electronic Arts,Vanguard Games,,,,,,,,7.5,,75
33939,Gatling Gears,2011-05-11,XBL,Electronic Arts,Vanguard Games,,,,,,,,7.6,,76
33941,Gauntlet,2005-11-22,XBL,Midway Games,Digital Eclipse,,,,,,,,6.4,,64
33950,Gauntlet Legends,2000-05-30,DC,Midway Games,Atari Games,,,,,,,,6.7,,67
33991,Gem Smashers,2003-07-01,GBA,Metro 3D,Frame Studios Interactive,,,,,,,,8.0,,80
34011,Generation of Chaos,2009-02-26,PSN,Midas Interactive Entertainment,Idea Factory,,,,,,,,5.9,,59
34021,Genghis Khan II: Clan of the Gray Wolf,2009-06-08,VC,KOEI,Koei,,,,,,,,6.0,,60
34024,Geniu$: The Tech Tycoon Game,2005-11-01,PC,Viva Media,Cornelsen Software,,,,,,,,6.0,,60
34061,Geometry Wars: Retro Evolved,2005-11-22,XBL,Bizarre Creations,Bizarre Creations Ltd.,,,,,,,,8.6,,86
34063,Geometry Wars: Retro Evolved 2,2008-07-30,XBL,Activision,Bizarre Creations Ltd.,,,,,,,,9.1,,91
34134,Ghost Rider,2007-02-13,GBA,2K Games,Magic Pockets,,,,,,,,6.4,,64
34156,Ghostbusters: Sanctum of Slime,2011-03-22,PSN,Atari,Behaviour Studios,,,,,,,,4.8,,48
34157,Ghostbusters: Sanctum of Slime,2011-03-23,XBL,Atari,Behaviour Studios,,,,,,,,4.9,,49
34158,Ghostbusters: Sanctum of Slime,2011-03-23,PC,Atari,Behaviour Studios,,,,,,,,4.8,,48
34162,Ghostbusters: The Video Game,2009-11-04,PSN,Atari,Red Fly Studio,,,,,,,,5.8,,58
34194,Giga Wing,2000-07-19,DC,Capcom,Takumi Corporation,,,,,,,,6.0,,60
34195,Giga Wing 2,2001-05-16,DC,Capcom,Takumi Corporation,,,,,,,,7.5,,75
34231,Gladiator Begins,2010-09-14,PSN,Aksys Games,Acquire,,,,,,,,6.3,,63
34237,Glimmerati,2005-08-16,NGage,Nokia,BugBear,,,,,,,,8.4,,84
34249,Globulos Party,2010-03-01,DSiW,GlobZ,GlobZ,,,,,,,,6.0,,60
34262,Gnomz,2011-11-03,WW,Qubic Games,Qubic Games,,,,,,,,6.0,,60
34267,Go Fetch! 2,2011-08-04,DSiW,Unknown,Aiya Studio,,,,,,,,6.0,,60
34289,Go! Go! Beckham! Adventure on Soccer Island,2002-08-30,GBA,Rage Software,Denki,,,,,,,,7.5,,75
34328,God of War: Chains of Olympus,2009-09-30,PSN,Sony Computer Entertainment,Ready at Dawn,,,,,,,,8.8,,88
34329,God of War: Ghost of Sparta,2010-11-02,PSN,Sony Computer Entertainment,Ready at Dawn,,,,,,,,8.4,,84
34336,Gods & Heroes: Rome Rising,2011-06-21,PC,SouthPeak Interactive,Heatwave Interactive,,,,,,,,4.3,,43
34337,Gods Eater Burst,2011-03-15,PSN,D3 Publisher,Shift,,,,,,,,7.0,,70
34349,Godzilla Generations: Maximum Impact,1999-12-23,DC,Sega,Sega,,,,,,,,2.5,,25
34353,Godzilla Unleashed,2007-11-20,PS2,Atari,"Pipeworks Software, Inc.",,,,,,,,4.3,,43
34406,Golf,2011-06-29,3DS,Unknown,Nintendo,,,,,,,,6.0,,60
34413,Golf Resort Tycoon,2001-05-31,PC,Activision,Cat Daddy Games,,,,,,,,6.2,,62
34414,Golf Resort Tycoon II,2002-02-28,PC,Activision,Cat Daddy Games,,,,,,,,6.8,,68
34476,Gradius (NES),2007-01-08,VC,Konami,Konami,,,,,,,,7.1,,71
34490,Gradius ReBirth,2009-03-09,WW,Konami,M2,,,,,,,,7.7,,77
34508,Grand Theft Auto 2,2000-04-30,DC,Rockstar Games,DMA Design,,,,,,,,6.9,,69
34509,Grand Theft Auto 2,1999-09-30,PC,Rockstar Games,DMA Design,,,,,,,,7.1,,71
34515,Grand Theft Auto IV: The Ballad of Gay Tony,2009-10-29,XBL,Rockstar Games,Rockstar North,,,,,,,9.2,8.8,,88
34516,Grand Theft Auto IV: The Ballad of Gay Tony,2010-04-13,PSN,Rockstar Games,Rockstar North,,,,,,,,9.0,,90
34517,Grand Theft Auto IV: The Ballad of Gay Tony,2010-04-13,PC,Rockstar Games,Rockstar North,,,,,,,,9.0,,90
34521,Grand Theft Auto IV: The Lost and Damned,2009-02-17,XBL,Rockstar Games,Rockstar North,,,,,,,9.0,8.9,,89
34522,Grand Theft Auto IV: The Lost and Damned,2010-04-13,PSN,Rockstar Games,Rockstar North,,,,,,,,9.4,,94
34523,Grand Theft Auto IV: The Lost and Damned,2010-04-13,PC,Rockstar Games,Rockstar North,,,,,,,,9.4,,94
34525,Grand Theft Auto: Chinatown Wars,2009-10-19,PSN,Rockstar Games,Rockstar Leeds,,,,,,,,9.4,,94
34527,Grand Theft Auto: Liberty City Stories,2009-10-21,PSN,Rockstar Games,Rockstar Leeds,,,,,,,,9.0,,90
34532,Grand Theft Auto: Mission Pack #1: London 1969,1999-03-31,PC,Take-Two Interactive,Rockstar North,,,,,,,,5.9,,59
34538,Grand Theft Auto: Vice City Stories,2009-10-21,PSN,Rockstar Games,Rockstar Leeds,,,,,,,,8.6,,86
34573,Gravity Crash,2009-11-24,PSN,Sony Computer Entertainment,Just Add Water,,,,,,,7.2,6.5,6.0,65
34602,Greed Corp,2010-02-24,XBL,W!Games,W!Games,,,,,,,,8.5,,85
34624,GRID,2009-11-17,XBL,Codemasters,Codemasters,,,,,,,,8.6,,86
34635,Gridrunner Revolution,2009-09-25,PC,Llamasoft,Llamasoft,,,,,,,,8.3,,83
34639,GrimGrimoire,2011-10-04,PSN,NIS America,Vanillaware,,,,,,,,7.7,,77
34706,Guardian Heroes,2011-10-12,XBL,Sega,"Treasure Co., Ltd.",,,,,,,,8.5,,85
34713,Guardians of Graxia,2010-10-20,PC,Unknown,Petroglyph Games,,,,,,,,5.5,,55
34736,Guild Wars: Eye of the North,2007-08-28,PC,NCSoft,ArenaNet,,,,,,,,7.6,,76
34742,Guilty Gear Judgment,2008-10-02,PSN,Majesco,Arc System Works,,,,,,,,7.5,,75
34745,Guilty Gear X,2000-12-14,DC,Sammy Corporation,Arc System Works,,,,,,,,8.7,,87
34751,Guilty Gear XX Accent Core Plus,2009-09-30,PSN,Aksys Games,Arc System Works,,,,,,,,7.6,,76
34770,Gunbird 2,2000-11-17,DC,Capcom,Psikyo,,,,,,,,7.7,,77
34779,Gundam Side Story 0079: Rise from the Ashes,2000-04-28,DC,Bandai,Bandai,,,,,,,,7.4,,74
34817,Gunstar Heroes,2006-12-11,VC,Sega,"Treasure Co., Ltd.",,,,,,,,9.0,,90
34832,Gurumin: A Monstrous Adventure,2008-06-18,PSN,Mastiff,Nihon Falcom Corporation,,,,,,,,7.4,,74
34840,Guwange,2010-11-10,XBL,Cave,Cave,,,,,,,,8.0,,80
34849,Gyromancer,2009-11-18,XBL,Square Enix,PopCap Games / Square Enix,,,,,,,,7.7,,77
34908,Half-Life 2: Episode Pack,2008-04-08,PC,Electronic Arts,Valve Software,,,,,,,,8.8,,88
34915,Half-Life: Counter-Strike,2000-11-08,PC,Sierra Entertainment,The Counter-Strike Team,,,,,,,,8.8,,88
34929,Half-Minute Hero,2009-10-21,PSN,Xseed Games,Opus Studio,,,,,,,,8.4,,84
34931,Half-Minute Hero: Super Mega Neo Climax,2011-06-29,XBL,Marvelous Interactive,Opus Studio,,,,,,,8.0,7.8,,78
34935,Halfbrick Rocket Racing!,2010-03-11,PSN,Halfbrick Studios,Halfbrick Studios,,,,,,,,7.0,,70
34958,Halo: Reach,2011-03-15,XBL,Microsoft Game Studios,Bungie,,,,,,,,9.3,,93
34970,Hamilton's Great Adventure,2011-05-31,PC,Unknown,Fatshark AB,,,,,,,8.5,7.0,,70
34971,Hamilton's Great Adventure,2011-08-23,PSN,Unknown,Fatshark AB,,,,,,,,7.0,,70
34976,Hammerin' Hero,2009-10-21,PSN,Atlus,Irem Software Engineering,,,,,,,,7.0,,70
34998,Hamtaro: Rainbow Rescue,2004-10-29,GBA,Nintendo,AlphaDream Corporation,,,,,,,,8.2,,82
35008,Hanagumi Taisen Columns 2,2000-01-06,DC,Sega,Tenky,,,,,,,,9.0,,90
35050,Happy Feet,2006-11-14,GBA,Midway Games,Artificial Mind and Movement,,,,,,,,5.1,,51
35068,Hard Corps: Uprising,2011-03-15,PSN,Konami,Arc System Works,,,,,,,,7.9,,79
35069,Hard Corps: Uprising,2011-02-16,XBL,Konami,Arc System Works,,,,,,,,7.2,,72
35083,Hardcore Pinball,2002-12-16,GBA,Telegames,Paragon 5,,,,,,,,7.3,,73
35090,Hardwood Backgammon,2005-12-08,XBL,Silver Creek Entertainment,Silver Creek Entertainment,,,,,,,,6.8,,68
35092,Hardwood Hearts,2005-12-08,XBL,Silver Creek Entertainment,Silver Creek Entertainment,,,,,,,,6.5,,65
35093,Hardwood Spades,2005-12-08,XBL,Silver Creek Entertainment,Silver Creek Entertainment,,,,,,,,6.2,,62
35097,Harlem Globetrotters: World Tour,2006-10-02,GBA,DSI Games,Full Fat,,,,,,,,2.7,,27
35105,Harms Way,2010-12-08,XBL,Unknown,Bongfish GmbH,,,,,,,,6.0,,60
35111,Harry Potter and the Half-Blood Prince (PSP),2010-08-11,PSN,Electronic Arts,Bright Light Productions,,,,,,,,4.8,,48
35112,Harry Potter and the Order of the Phoenix,2007-07-10,GBA,Electronic Arts,Visual Impact,,,,,,,,5.0,,50
35140,Harvest Moon: Hero of Leaf Valley,2010-05-12,PSN,Natsume,Marvelous Interactive,,,,,,,,7.5,,75
35142,Harvest Moon: Save the Homeland,,PSN,Unknown,Victor Interactive Software,,,,,,,,7.8,,78
35205,HB Arcade Cards,2009-07-27,WW,HB Studios Multimedia,HB Studios Multimedia,,,,,,,,2.8,,28
35207,He-Man: Power of Grayskull,2002-10-29,GBA,TDK Mediactive,Taniko,,,,,,,,4.7,,47
35229,Hearts of Iron,2002-11-24,PC,Strategy First,Paradox Interactive,,,,,,,,7.8,,78
35232,Hearts of Iron II: Doomsday,2006-04-07,PC,Paradox Interactive,Paradox Interactive,,,,,,,,7.5,,75
35259,Heavy Metal: Geomatrix,2001-09-13,DC,Capcom,Capcom,,,,,,,,6.9,,69
35263,Heavy Rain Chronicles - Chapter 1: The Taxidermist,2010-04-01,PSN,Sony Computer Entertainment,Quantic Dream,,,,,,,7.0,7.3,,73
35278,Hector: Badge of Carnage - Episode 1: We Negotiate With Terrorists,2011-04-27,PC,Telltale Games,Straandlooper,,,,,,,7.8,7.9,,79
35280,Hector: Badge of Carnage - Episode 3: Beyond Reasonable Doom,2011-09-23,PC,Telltale Games,Telltale Games,,,,,,,8.0,6.0,,60
35337,Helldivers,2015-08-18,PS4,Sony Computer Entertainment,Arrowhead Game Studios,,,,,,,,8.7,,87
35449,Heroes of Might and Magic: Quest for the Dragon Bone Staff,2001-04-18,PS2,3DO,New World Computing,,,,,,,,6.5,,65
35476,Hexic HD,2005-11-22,XBL,Microsoft,Carbonated Games,,,,,,,,7.4,,74
35483,Hidden & Dangerous,2000-07-09,DC,TalonSoft,Unknown,,,,,,,,6.4,,64
35513,High Seize,2005-10-28,NGage,Nokia,"RedLynx, Ltd.",,,,,,,,8.5,,85
35551,Hinterland,2008-09-30,PC,Independent,Tilted Mill Entertainment,,,,,,,,7.0,,70
35552,Hinterland: Orc Lords,,PC,Unknown,Tilted Mill,,,,,,,,7.5,,75
35663,Hole In The Wall,2011-08-24,XBL,Microsoft,Ludia,,,,,,,3.9,5.5,,55
35696,Homefront,2011-10-25,PSN,THQ,Kaos Studios,,,,,,,,6.6,,66
35697,Homefront,2011-09-13,XBL,THQ,Kaos Studios,,,,,,,,6.7,,67
35746,Horizon Riders,2011-06-10,WW,Sabarasa Entertainment,Sabarasa Entertainment,,,,,,,,8.0,,80
35757,Horsez,2006-11-14,PS2,Ubisoft,MTO,,,,,,,,2.1,,21
35784,Hot Shots Golf: Open Tee 2,2009-06-10,PSN,Sony Computer Entertainment,Clap Hanz,,,,,,,,8.0,,80
35789,Hot Shots Tennis: Get a Grip,2010-06-29,PSN,Sony Computer Entertainment,Clap Hanz,,,,,,,,8.0,,80
35821,House M.D. -- Episode 2: Blue Meanie,2011-09-01,DSiW,Legacy Interactive,Glyphic Entertainment,,,,,,,,4.0,,40
35835,Hoyle Casino,2000-01-01,DC,Sierra Entertainment,Unknown,,,,,,,,8.4,,84
35907,Hustle Kings,2010-01-28,PSN,Sony Computer Entertainment,VooFoo Studios,,,,,,,8.5,8.5,,85
35917,Hydro Thunder,1999-09-09,DC,Midway Games,Eurocom Entertainment Software,,,,,,,,7.9,,79
35918,Hydro Thunder Hurricane,2010-07-28,XBL,Microsoft Game Studios,Vector Unit Studios,,,,,,,8.4,7.5,,75
35921,Hydrophobia,2010-09-29,XBL,Microsoft,Dark Energy Digital,,,,,,,,5.6,,56
35923,Hype: The Time Quest,1999-11-20,PC,Ubisoft,Playmobil Interactive,,,,,,,,7.9,,79
35967,I Must Run!,2010-12-14,PSN,Gamelion Studios,Gamelion Studios,,,,,,,,6.0,,60
35988,Ice Climber,2007-02-12,VC,Nintendo,Nintendo R&D1,,,,,,,,6.4,,64
35998,Ice Nine,2005-02-28,GBA,BAM! Entertainment,Torus Games,,,,,,,,3.8,,38
36060,Ikaruga,2002-09-05,DC,ESP,"Treasure Co., Ltd.",,,,,,,,8.3,,83
36061,Ikaruga,2008-04-09,XBL,Treasure,"Treasure Co., Ltd.",,,,,,,,8.6,,86
36078,Illbleed,2001-04-16,DC,AIA,Crazy Games,,,,,,,,6.3,,63
36082,ilomilo,2011-01-05,XBL,Microsoft Game Studios,Southend Interactive,,,,,,,,8.2,,82
36145,Incoming,1999-12-01,DC,Interplay,Rage Software,,,,,,,,6.2,,62
36166,Indiana Jones and the Staff of Kings,2009-09-30,PSN,LucasArts,Amaze Entertainment,,,,,,,,7.4,,74
36187,inFAMOUS,2010-06-28,PSN,Sony Computer Entertainment,Sucker Punch Productions,,,,,,,,8.7,,87
36188,inFAMOUS 2,2011-06-23,PSN,Sony Computer Entertainment,Sucker Punch Productions,,,,,,,,8.1,,81
36189,inFAMOUS: Festival of Blood,2011-10-25,PSN,Sony Computer Entertainment,Sucker Punch Productions,,,,,,,7.7,7.8,,78
